card_name,set_name,number_in_set,printing_option,condition,market_price,image
Aggron,Legend Maker,2,Holofoil,Lightly Played,13.56,https://images.pokemontcg.io/ex12/2.png
Aggron,Legend Maker,2,Holofoil,Near Mint,18.13,https://images.pokemontcg.io/ex12/2.png
Aggron,Legend Maker,2,Reverse Holofoil,Damaged,2.81,https://images.pokemontcg.io/ex12/2.png
Aggron,Legend Maker,2,Reverse Holofoil,Heavily Played,4.13,https://images.pokemontcg.io/ex12/2.png
Aggron,Legend Maker,2,Reverse Holofoil,Moderately Played,6.92,https://images.pokemontcg.io/ex12/2.png
Aggron,Legend Maker,2,Reverse Holofoil,Lightly Played,13.56,https://images.pokemontcg.io/ex12/2.png
Aggron,Legend Maker,2,Reverse Holofoil,Near Mint,18.13,https://images.pokemontcg.io/ex12/2.png
Dark Ampharos,Team Rocket Returns,2,,Damaged,,https://images.pokemontcg.io/ex7/2.png
Dark Ampharos,Team Rocket Returns,2,,Heavily Played,,https://images.pokemontcg.io/ex7/2.png
Dark Ampharos,Team Rocket Returns,2,,Moderately Played,,https://images.pokemontcg.io/ex7/2.png
Dark Ampharos,Team Rocket Returns,2,,Lightly Played,,https://images.pokemontcg.io/ex7/2.png
Dark Ampharos,Team Rocket Returns,2,,Near Mint,,https://images.pokemontcg.io/ex7/2.png
Cherrim,Pokémon Rumble,2,Normal,Damaged,6.49,https://images.pokemontcg.io/ru1/2.png
Cherrim,Pokémon Rumble,2,Normal,Heavily Played,,https://images.pokemontcg.io/ru1/2.png
Cherrim,Pokémon Rumble,2,Normal,Moderately Played,15.91,https://images.pokemontcg.io/ru1/2.png
Cherrim,Pokémon Rumble,2,Normal,Lightly Played,27.53,https://images.pokemontcg.io/ru1/2.png
Cherrim,Pokémon Rumble,2,Normal,Near Mint,40.22,https://images.pokemontcg.io/ru1/2.png
Alolan Exeggutor,McDonald's Collection 2019,2,Holofoil,Damaged,0.8,https://images.pokemontcg.io/mcd19/2.png
Alolan Exeggutor,McDonald's Collection 2019,2,Holofoil,Heavily Played,1.14,https://images.pokemontcg.io/mcd19/2.png
Alolan Exeggutor,McDonald's Collection 2019,2,Holofoil,Moderately Played,1.72,https://images.pokemontcg.io/mcd19/2.png
Alolan Exeggutor,McDonald's Collection 2019,2,Holofoil,Lightly Played,2.79,https://images.pokemontcg.io/mcd19/2.png
Alolan Exeggutor,McDonald's Collection 2019,2,Holofoil,Near Mint,,https://images.pokemontcg.io/mcd19/2.png
Kakuna,Primal Clash,2,Normal,Damaged,0.01,https://images.pokemontcg.io/xy5/2.png
Kakuna,Primal Clash,2,Normal,Heavily Played,0.1,https://images.pokemontcg.io/xy5/2.png
Kakuna,Primal Clash,2,Normal,Moderately Played,0.06,https://images.pokemontcg.io/xy5/2.png
Kakuna,Primal Clash,2,Normal,Lightly Played,0.12,https://images.pokemontcg.io/xy5/2.png
Kakuna,Primal Clash,2,Normal,Near Mint,0.13,https://images.pokemontcg.io/xy5/2.png
Kakuna,Primal Clash,2,Reverse Holofoil,Damaged,0.01,https://images.pokemontcg.io/xy5/2.png
Kakuna,Primal Clash,2,Reverse Holofoil,Heavily Played,0.1,https://images.pokemontcg.io/xy5/2.png
Kakuna,Primal Clash,2,Reverse Holofoil,Moderately Played,0.06,https://images.pokemontcg.io/xy5/2.png
Kakuna,Primal Clash,2,Reverse Holofoil,Lightly Played,0.12,https://images.pokemontcg.io/xy5/2.png
Kakuna,Primal Clash,2,Reverse Holofoil,Near Mint,0.13,https://images.pokemontcg.io/xy5/2.png
Tangela,Steam Siege,1,,Damaged,,https://images.pokemontcg.io/xy11/1.png
Tangela,Steam Siege,1,,Heavily Played,,https://images.pokemontcg.io/xy11/1.png
Tangela,Steam Siege,1,,Moderately Played,,https://images.pokemontcg.io/xy11/1.png
Tangela,Steam Siege,1,,Lightly Played,,https://images.pokemontcg.io/xy11/1.png
Tangela,Steam Siege,1,,Near Mint,,https://images.pokemontcg.io/xy11/1.png
Banette,Crystal Guardians,1,,Damaged,,https://images.pokemontcg.io/ex14/1.png
Banette,Crystal Guardians,1,,Heavily Played,,https://images.pokemontcg.io/ex14/1.png
Banette,Crystal Guardians,1,,Moderately Played,,https://images.pokemontcg.io/ex14/1.png
Banette,Crystal Guardians,1,,Lightly Played,,https://images.pokemontcg.io/ex14/1.png
Banette,Crystal Guardians,1,,Near Mint,,https://images.pokemontcg.io/ex14/1.png
Venusaur & Snivy-GX,Cosmic Eclipse,1,,Damaged,,https://images.pokemontcg.io/sm12/1.png
Venusaur & Snivy-GX,Cosmic Eclipse,1,,Heavily Played,,https://images.pokemontcg.io/sm12/1.png
Venusaur & Snivy-GX,Cosmic Eclipse,1,,Moderately Played,,https://images.pokemontcg.io/sm12/1.png
Venusaur & Snivy-GX,Cosmic Eclipse,1,,Lightly Played,,https://images.pokemontcg.io/sm12/1.png
Venusaur & Snivy-GX,Cosmic Eclipse,1,,Near Mint,,https://images.pokemontcg.io/sm12/1.png
Snivy,Black & White,1,Normal,Damaged,0.22,https://images.pokemontcg.io/bw1/1.png
Snivy,Black & White,1,Normal,Heavily Played,0.15,https://images.pokemontcg.io/bw1/1.png
Snivy,Black & White,1,Normal,Moderately Played,0.21,https://images.pokemontcg.io/bw1/1.png
Snivy,Black & White,1,Normal,Lightly Played,0.3,https://images.pokemontcg.io/bw1/1.png
Snivy,Black & White,1,Normal,Near Mint,0.41,https://images.pokemontcg.io/bw1/1.png
Snivy,Black & White,1,Reverse Holofoil,Damaged,0.42,https://images.pokemontcg.io/bw1/1.png
Snivy,Black & White,1,Reverse Holofoil,Heavily Played,,https://images.pokemontcg.io/bw1/1.png
Snivy,Black & White,1,Reverse Holofoil,Moderately Played,0.21,https://images.pokemontcg.io/bw1/1.png
Snivy,Black & White,1,Reverse Holofoil,Lightly Played,1.08,https://images.pokemontcg.io/bw1/1.png
Snivy,Black & White,1,Reverse Holofoil,Near Mint,0.41,https://images.pokemontcg.io/bw1/1.png
Caterpie,Hidden Fates,1,Normal,Damaged,,https://images.pokemontcg.io/sm115/1.png
Caterpie,Hidden Fates,1,Normal,Heavily Played,0.02,https://images.pokemontcg.io/sm115/1.png
Caterpie,Hidden Fates,1,Normal,Moderately Played,0.06,https://images.pokemontcg.io/sm115/1.png
Caterpie,Hidden Fates,1,Normal,Lightly Played,0.19,https://images.pokemontcg.io/sm115/1.png
Caterpie,Hidden Fates,1,Normal,Near Mint,0.1,https://images.pokemontcg.io/sm115/1.png
Caterpie,Hidden Fates,1,Reverse Holofoil,Damaged,,https://images.pokemontcg.io/sm115/1.png
Caterpie,Hidden Fates,1,Reverse Holofoil,Heavily Played,0.02,https://images.pokemontcg.io/sm115/1.png
Caterpie,Hidden Fates,1,Reverse Holofoil,Moderately Played,0.06,https://images.pokemontcg.io/sm115/1.png
Caterpie,Hidden Fates,1,Reverse Holofoil,Lightly Played,0.19,https://images.pokemontcg.io/sm115/1.png
Caterpie,Hidden Fates,1,Reverse Holofoil,Near Mint,0.1,https://images.pokemontcg.io/sm115/1.png
Mew,Southern Islands,1,Reverse Holofoil,Damaged,59.11,https://images.pokemontcg.io/si1/1.png
Mew,Southern Islands,1,Reverse Holofoil,Heavily Played,65.8,https://images.pokemontcg.io/si1/1.png
Mew,Southern Islands,1,Reverse Holofoil,Moderately Played,105.18,https://images.pokemontcg.io/si1/1.png
Mew,Southern Islands,1,Reverse Holofoil,Lightly Played,167.07,https://images.pokemontcg.io/si1/1.png
Mew,Southern Islands,1,Reverse Holofoil,Near Mint,,https://images.pokemontcg.io/si1/1.png
Dialga,Diamond & Pearl,1,,Damaged,,https://images.pokemontcg.io/dp1/1.png
Dialga,Diamond & Pearl,1,,Heavily Played,,https://images.pokemontcg.io/dp1/1.png
Dialga,Diamond & Pearl,1,,Moderately Played,,https://images.pokemontcg.io/dp1/1.png
Dialga,Diamond & Pearl,1,,Lightly Played,,https://images.pokemontcg.io/dp1/1.png
Dialga,Diamond & Pearl,1,,Near Mint,,https://images.pokemontcg.io/dp1/1.png
Caterpie,Burning Shadows,1,Normal,Damaged,,https://images.pokemontcg.io/sm3/1.png
Caterpie,Burning Shadows,1,Normal,Heavily Played,,https://images.pokemontcg.io/sm3/1.png
Caterpie,Burning Shadows,1,Normal,Moderately Played,0.08,https://images.pokemontcg.io/sm3/1.png
Caterpie,Burning Shadows,1,Normal,Lightly Played,0.23,https://images.pokemontcg.io/sm3/1.png
Caterpie,Burning Shadows,1,Normal,Near Mint,0.14,https://images.pokemontcg.io/sm3/1.png
Caterpie,Burning Shadows,1,Reverse Holofoil,Damaged,,https://images.pokemontcg.io/sm3/1.png
Caterpie,Burning Shadows,1,Reverse Holofoil,Heavily Played,,https://images.pokemontcg.io/sm3/1.png
Caterpie,Burning Shadows,1,Reverse Holofoil,Moderately Played,0.08,https://images.pokemontcg.io/sm3/1.png
Caterpie,Burning Shadows,1,Reverse Holofoil,Lightly Played,0.23,https://images.pokemontcg.io/sm3/1.png
Caterpie,Burning Shadows,1,Reverse Holofoil,Near Mint,0.14,https://images.pokemontcg.io/sm3/1.png
Ampharos,POP Series 7,1,Holofoil,Damaged,1.88,https://images.pokemontcg.io/pop7/1.png
Ampharos,POP Series 7,1,Holofoil,Heavily Played,0.66,https://images.pokemontcg.io/pop7/1.png
Ampharos,POP Series 7,1,Holofoil,Moderately Played,1.5,https://images.pokemontcg.io/pop7/1.png
Ampharos,POP Series 7,1,Holofoil,Lightly Played,5.96,https://images.pokemontcg.io/pop7/1.png
Ampharos,POP Series 7,1,Holofoil,Near Mint,6.79,https://images.pokemontcg.io/pop7/1.png
Ampharos,POP Series 7,1,Normal,Damaged,1.88,https://images.pokemontcg.io/pop7/1.png
Ampharos,POP Series 7,1,Normal,Heavily Played,0.66,https://images.pokemontcg.io/pop7/1.png
Ampharos,POP Series 7,1,Normal,Moderately Played,1.5,https://images.pokemontcg.io/pop7/1.png
Ampharos,POP Series 7,1,Normal,Lightly Played,5.96,https://images.pokemontcg.io/pop7/1.png
Ampharos,POP Series 7,1,Normal,Near Mint,6.79,https://images.pokemontcg.io/pop7/1.png
Blaine's Arcanine,Gym Challenge,1,Unlimited Holofoil,Damaged,85.69,https://images.pokemontcg.io/gym2/1.png
Blaine's Arcanine,Gym Challenge,1,Unlimited Holofoil,Heavily Played,152.49,https://images.pokemontcg.io/gym2/1.png
Blaine's Arcanine,Gym Challenge,1,Unlimited Holofoil,Moderately Played,37.57,https://images.pokemontcg.io/gym2/1.png
Blaine's Arcanine,Gym Challenge,1,Unlimited Holofoil,Lightly Played,239.99,https://images.pokemontcg.io/gym2/1.png
Blaine's Arcanine,Gym Challenge,1,Unlimited Holofoil,Near Mint,,https://images.pokemontcg.io/gym2/1.png
Blaine's Arcanine,Gym Challenge,1,1st Edition Holofoil,Damaged,85.69,https://images.pokemontcg.io/gym2/1.png
Blaine's Arcanine,Gym Challenge,1,1st Edition Holofoil,Heavily Played,152.49,https://images.pokemontcg.io/gym2/1.png
Blaine's Arcanine,Gym Challenge,1,1st Edition Holofoil,Moderately Played,37.57,https://images.pokemontcg.io/gym2/1.png
Blaine's Arcanine,Gym Challenge,1,1st Edition Holofoil,Lightly Played,239.99,https://images.pokemontcg.io/gym2/1.png
Blaine's Arcanine,Gym Challenge,1,1st Edition Holofoil,Near Mint,,https://images.pokemontcg.io/gym2/1.png
Clefable,Call of Legends,1,Holofoil,Damaged,0.87,https://images.pokemontcg.io/col1/1.png
Clefable,Call of Legends,1,Holofoil,Heavily Played,1.12,https://images.pokemontcg.io/col1/1.png
Clefable,Call of Legends,1,Holofoil,Moderately Played,2.25,https://images.pokemontcg.io/col1/1.png
Clefable,Call of Legends,1,Holofoil,Lightly Played,3.44,https://images.pokemontcg.io/col1/1.png
Clefable,Call of Legends,1,Holofoil,Near Mint,2.73,https://images.pokemontcg.io/col1/1.png
Clefable,Call of Legends,1,Reverse Holofoil,Damaged,0.87,https://images.pokemontcg.io/col1/1.png
Clefable,Call of Legends,1,Reverse Holofoil,Heavily Played,1.12,https://images.pokemontcg.io/col1/1.png
Clefable,Call of Legends,1,Reverse Holofoil,Moderately Played,2.25,https://images.pokemontcg.io/col1/1.png
Clefable,Call of Legends,1,Reverse Holofoil,Lightly Played,3.44,https://images.pokemontcg.io/col1/1.png
Clefable,Call of Legends,1,Reverse Holofoil,Near Mint,2.73,https://images.pokemontcg.io/col1/1.png
Blaziken,Emerald,1,Holofoil,Damaged,3.0,https://images.pokemontcg.io/ex9/1.png
Blaziken,Emerald,1,Holofoil,Heavily Played,7.38,https://images.pokemontcg.io/ex9/1.png
Blaziken,Emerald,1,Holofoil,Moderately Played,8.95,https://images.pokemontcg.io/ex9/1.png
Blaziken,Emerald,1,Holofoil,Lightly Played,17.06,https://images.pokemontcg.io/ex9/1.png
Blaziken,Emerald,1,Holofoil,Near Mint,15.28,https://images.pokemontcg.io/ex9/1.png
Blaziken,Emerald,1,Reverse Holofoil,Damaged,3.0,https://images.pokemontcg.io/ex9/1.png
Blaziken,Emerald,1,Reverse Holofoil,Heavily Played,7.38,https://images.pokemontcg.io/ex9/1.png
Blaziken,Emerald,1,Reverse Holofoil,Moderately Played,8.95,https://images.pokemontcg.io/ex9/1.png
Blaziken,Emerald,1,Reverse Holofoil,Lightly Played,17.06,https://images.pokemontcg.io/ex9/1.png
Blaziken,Emerald,1,Reverse Holofoil,Near Mint,15.28,https://images.pokemontcg.io/ex9/1.png
Blaziken,Emerald,1,Normal,Damaged,3.0,https://images.pokemontcg.io/ex9/1.png
Blaziken,Emerald,1,Normal,Heavily Played,7.38,https://images.pokemontcg.io/ex9/1.png
Blaziken,Emerald,1,Normal,Moderately Played,8.95,https://images.pokemontcg.io/ex9/1.png
Blaziken,Emerald,1,Normal,Lightly Played,17.06,https://images.pokemontcg.io/ex9/1.png
Blaziken,Emerald,1,Normal,Near Mint,15.28,https://images.pokemontcg.io/ex9/1.png
Surskit,Plasma Blast,1,Normal,Damaged,,https://images.pokemontcg.io/bw10/1.png
Surskit,Plasma Blast,1,Normal,Heavily Played,,https://images.pokemontcg.io/bw10/1.png
Surskit,Plasma Blast,1,Normal,Moderately Played,0.12,https://images.pokemontcg.io/bw10/1.png
Surskit,Plasma Blast,1,Normal,Lightly Played,0.13,https://images.pokemontcg.io/bw10/1.png
Surskit,Plasma Blast,1,Normal,Near Mint,0.18,https://images.pokemontcg.io/bw10/1.png
Surskit,Plasma Blast,1,Reverse Holofoil,Damaged,,https://images.pokemontcg.io/bw10/1.png
Surskit,Plasma Blast,1,Reverse Holofoil,Heavily Played,,https://images.pokemontcg.io/bw10/1.png
Surskit,Plasma Blast,1,Reverse Holofoil,Moderately Played,0.12,https://images.pokemontcg.io/bw10/1.png
Surskit,Plasma Blast,1,Reverse Holofoil,Lightly Played,0.13,https://images.pokemontcg.io/bw10/1.png
Surskit,Plasma Blast,1,Reverse Holofoil,Near Mint,0.18,https://images.pokemontcg.io/bw10/1.png
Venusaur V,Champion's Path,1,Holofoil,Damaged,,https://images.pokemontcg.io/swsh35/1.png
Venusaur V,Champion's Path,1,Holofoil,Heavily Played,1.5,https://images.pokemontcg.io/swsh35/1.png
Venusaur V,Champion's Path,1,Holofoil,Moderately Played,1.58,https://images.pokemontcg.io/swsh35/1.png
Venusaur V,Champion's Path,1,Holofoil,Lightly Played,1.65,https://images.pokemontcg.io/swsh35/1.png
Venusaur V,Champion's Path,1,Holofoil,Near Mint,2.14,https://images.pokemontcg.io/swsh35/1.png
Oddish,Ancient Origins,1,Normal,Damaged,,https://images.pokemontcg.io/xy7/1.png
Oddish,Ancient Origins,1,Normal,Heavily Played,0.24,https://images.pokemontcg.io/xy7/1.png
Oddish,Ancient Origins,1,Normal,Moderately Played,0.09,https://images.pokemontcg.io/xy7/1.png
Oddish,Ancient Origins,1,Normal,Lightly Played,0.16,https://images.pokemontcg.io/xy7/1.png
Oddish,Ancient Origins,1,Normal,Near Mint,0.41,https://images.pokemontcg.io/xy7/1.png
Oddish,Ancient Origins,1,Reverse Holofoil,Damaged,,https://images.pokemontcg.io/xy7/1.png
Oddish,Ancient Origins,1,Reverse Holofoil,Heavily Played,0.24,https://images.pokemontcg.io/xy7/1.png
Oddish,Ancient Origins,1,Reverse Holofoil,Moderately Played,0.09,https://images.pokemontcg.io/xy7/1.png
Oddish,Ancient Origins,1,Reverse Holofoil,Lightly Played,0.16,https://images.pokemontcg.io/xy7/1.png
Oddish,Ancient Origins,1,Reverse Holofoil,Near Mint,0.41,https://images.pokemontcg.io/xy7/1.png
Caterpie,Sun & Moon,1,,Damaged,,https://images.pokemontcg.io/sm1/1.png
Caterpie,Sun & Moon,1,,Heavily Played,,https://images.pokemontcg.io/sm1/1.png
Caterpie,Sun & Moon,1,,Moderately Played,,https://images.pokemontcg.io/sm1/1.png
Caterpie,Sun & Moon,1,,Lightly Played,,https://images.pokemontcg.io/sm1/1.png
Caterpie,Sun & Moon,1,,Near Mint,,https://images.pokemontcg.io/sm1/1.png
Armaldo δ,Holon Phantoms,1,Holofoil,Damaged,2.1,https://images.pokemontcg.io/ex13/1.png
Armaldo δ,Holon Phantoms,1,Holofoil,Heavily Played,4.55,https://images.pokemontcg.io/ex13/1.png
Armaldo δ,Holon Phantoms,1,Holofoil,Moderately Played,6.81,https://images.pokemontcg.io/ex13/1.png
Armaldo δ,Holon Phantoms,1,Holofoil,Lightly Played,9.77,https://images.pokemontcg.io/ex13/1.png
Armaldo δ,Holon Phantoms,1,Holofoil,Near Mint,11.76,https://images.pokemontcg.io/ex13/1.png
Armaldo δ,Holon Phantoms,1,Reverse Holofoil,Damaged,2.1,https://images.pokemontcg.io/ex13/1.png
Armaldo δ,Holon Phantoms,1,Reverse Holofoil,Heavily Played,4.55,https://images.pokemontcg.io/ex13/1.png
Armaldo δ,Holon Phantoms,1,Reverse Holofoil,Moderately Played,6.81,https://images.pokemontcg.io/ex13/1.png
Armaldo δ,Holon Phantoms,1,Reverse Holofoil,Lightly Played,9.77,https://images.pokemontcg.io/ex13/1.png
Armaldo δ,Holon Phantoms,1,Reverse Holofoil,Near Mint,11.76,https://images.pokemontcg.io/ex13/1.png
Dratini,Dragon Vault,2,Holofoil,Damaged,0.7,https://images.pokemontcg.io/dv1/2.png
Dratini,Dragon Vault,2,Holofoil,Heavily Played,1.32,https://images.pokemontcg.io/dv1/2.png
Dratini,Dragon Vault,2,Holofoil,Moderately Played,1.11,https://images.pokemontcg.io/dv1/2.png
Dratini,Dragon Vault,2,Holofoil,Lightly Played,1.27,https://images.pokemontcg.io/dv1/2.png
Dratini,Dragon Vault,2,Holofoil,Near Mint,2.4,https://images.pokemontcg.io/dv1/2.png
Ariados,Aquapolis,H3,Reverse Holofoil,Damaged,1.49,https://images.pokemontcg.io/ecard2/H3.png
Ariados,Aquapolis,H3,Reverse Holofoil,Heavily Played,2.12,https://images.pokemontcg.io/ecard2/H3.png
Ariados,Aquapolis,H3,Reverse Holofoil,Moderately Played,3.28,https://images.pokemontcg.io/ecard2/H3.png
Ariados,Aquapolis,H3,Reverse Holofoil,Lightly Played,3.76,https://images.pokemontcg.io/ecard2/H3.png
Ariados,Aquapolis,H3,Reverse Holofoil,Near Mint,4.81,https://images.pokemontcg.io/ecard2/H3.png
Ariados,Aquapolis,H3,Normal,Damaged,1.49,https://images.pokemontcg.io/ecard2/H3.png
Ariados,Aquapolis,H3,Normal,Heavily Played,2.12,https://images.pokemontcg.io/ecard2/H3.png
Ariados,Aquapolis,H3,Normal,Moderately Played,3.28,https://images.pokemontcg.io/ecard2/H3.png
Ariados,Aquapolis,H3,Normal,Lightly Played,3.76,https://images.pokemontcg.io/ecard2/H3.png
Ariados,Aquapolis,H3,Normal,Near Mint,4.81,https://images.pokemontcg.io/ecard2/H3.png
Oddish,Cosmic Eclipse,2,Normal,Damaged,,https://images.pokemontcg.io/sm12/2.png
Oddish,Cosmic Eclipse,2,Normal,Heavily Played,0.1,https://images.pokemontcg.io/sm12/2.png
Oddish,Cosmic Eclipse,2,Normal,Moderately Played,0.15,https://images.pokemontcg.io/sm12/2.png
Oddish,Cosmic Eclipse,2,Normal,Lightly Played,0.13,https://images.pokemontcg.io/sm12/2.png
Oddish,Cosmic Eclipse,2,Normal,Near Mint,0.16,https://images.pokemontcg.io/sm12/2.png
Oddish,Cosmic Eclipse,2,Reverse Holofoil,Damaged,,https://images.pokemontcg.io/sm12/2.png
Oddish,Cosmic Eclipse,2,Reverse Holofoil,Heavily Played,0.1,https://images.pokemontcg.io/sm12/2.png
Oddish,Cosmic Eclipse,2,Reverse Holofoil,Moderately Played,0.15,https://images.pokemontcg.io/sm12/2.png
Oddish,Cosmic Eclipse,2,Reverse Holofoil,Lightly Played,0.13,https://images.pokemontcg.io/sm12/2.png
Oddish,Cosmic Eclipse,2,Reverse Holofoil,Near Mint,0.16,https://images.pokemontcg.io/sm12/2.png
Deoxys,Emerald,2,Holofoil,Damaged,,https://images.pokemontcg.io/ex9/2.png
Deoxys,Emerald,2,Holofoil,Heavily Played,,https://images.pokemontcg.io/ex9/2.png
Deoxys,Emerald,2,Holofoil,Moderately Played,29.99,https://images.pokemontcg.io/ex9/2.png
Deoxys,Emerald,2,Holofoil,Lightly Played,25.0,https://images.pokemontcg.io/ex9/2.png
Deoxys,Emerald,2,Holofoil,Near Mint,30.0,https://images.pokemontcg.io/ex9/2.png
Deoxys,Emerald,2,Reverse Holofoil,Damaged,,https://images.pokemontcg.io/ex9/2.png
Deoxys,Emerald,2,Reverse Holofoil,Heavily Played,,https://images.pokemontcg.io/ex9/2.png
Deoxys,Emerald,2,Reverse Holofoil,Moderately Played,29.99,https://images.pokemontcg.io/ex9/2.png
Deoxys,Emerald,2,Reverse Holofoil,Lightly Played,25.0,https://images.pokemontcg.io/ex9/2.png
Deoxys,Emerald,2,Reverse Holofoil,Near Mint,30.0,https://images.pokemontcg.io/ex9/2.png
Deoxys,Emerald,2,Normal,Damaged,,https://images.pokemontcg.io/ex9/2.png
Deoxys,Emerald,2,Normal,Heavily Played,,https://images.pokemontcg.io/ex9/2.png
Deoxys,Emerald,2,Normal,Moderately Played,29.99,https://images.pokemontcg.io/ex9/2.png
Deoxys,Emerald,2,Normal,Lightly Played,25.0,https://images.pokemontcg.io/ex9/2.png
Deoxys,Emerald,2,Normal,Near Mint,30.0,https://images.pokemontcg.io/ex9/2.png
Snivy,Black & White,2,Normal,Damaged,0.22,https://images.pokemontcg.io/bw1/2.png
Snivy,Black & White,2,Normal,Heavily Played,0.15,https://images.pokemontcg.io/bw1/2.png
Snivy,Black & White,2,Normal,Moderately Played,0.21,https://images.pokemontcg.io/bw1/2.png
Snivy,Black & White,2,Normal,Lightly Played,0.3,https://images.pokemontcg.io/bw1/2.png
Snivy,Black & White,2,Normal,Near Mint,0.41,https://images.pokemontcg.io/bw1/2.png
Snivy,Black & White,2,Reverse Holofoil,Damaged,0.22,https://images.pokemontcg.io/bw1/2.png
Snivy,Black & White,2,Reverse Holofoil,Heavily Played,0.15,https://images.pokemontcg.io/bw1/2.png
Snivy,Black & White,2,Reverse Holofoil,Moderately Played,0.21,https://images.pokemontcg.io/bw1/2.png
Snivy,Black & White,2,Reverse Holofoil,Lightly Played,0.3,https://images.pokemontcg.io/bw1/2.png
Snivy,Black & White,2,Reverse Holofoil,Near Mint,0.41,https://images.pokemontcg.io/bw1/2.png
Chansey,Base Set 2,3,Holofoil,Damaged,4.18,https://images.pokemontcg.io/base4/3.png
Chansey,Base Set 2,3,Holofoil,Heavily Played,5.17,https://images.pokemontcg.io/base4/3.png
Chansey,Base Set 2,3,Holofoil,Moderately Played,6.39,https://images.pokemontcg.io/base4/3.png
Chansey,Base Set 2,3,Holofoil,Lightly Played,7.96,https://images.pokemontcg.io/base4/3.png
Chansey,Base Set 2,3,Holofoil,Near Mint,13.95,https://images.pokemontcg.io/base4/3.png
Ninetales,Pokémon Rumble,3,Normal,Damaged,,https://images.pokemontcg.io/ru1/3.png
Ninetales,Pokémon Rumble,3,Normal,Heavily Played,23.56,https://images.pokemontcg.io/ru1/3.png
Ninetales,Pokémon Rumble,3,Normal,Moderately Played,,https://images.pokemontcg.io/ru1/3.png
Ninetales,Pokémon Rumble,3,Normal,Lightly Played,47.97,https://images.pokemontcg.io/ru1/3.png
Ninetales,Pokémon Rumble,3,Normal,Near Mint,,https://images.pokemontcg.io/ru1/3.png
Beedrill,Primal Clash,3,Normal,Damaged,,https://images.pokemontcg.io/xy5/3.png
Beedrill,Primal Clash,3,Normal,Heavily Played,0.2,https://images.pokemontcg.io/xy5/3.png
Beedrill,Primal Clash,3,Normal,Moderately Played,0.2,https://images.pokemontcg.io/xy5/3.png
Beedrill,Primal Clash,3,Normal,Lightly Played,0.35,https://images.pokemontcg.io/xy5/3.png
Beedrill,Primal Clash,3,Normal,Near Mint,0.27,https://images.pokemontcg.io/xy5/3.png
Beedrill,Primal Clash,3,Reverse Holofoil,Damaged,,https://images.pokemontcg.io/xy5/3.png
Beedrill,Primal Clash,3,Reverse Holofoil,Heavily Played,0.2,https://images.pokemontcg.io/xy5/3.png
Beedrill,Primal Clash,3,Reverse Holofoil,Moderately Played,0.2,https://images.pokemontcg.io/xy5/3.png
Beedrill,Primal Clash,3,Reverse Holofoil,Lightly Played,0.35,https://images.pokemontcg.io/xy5/3.png
Beedrill,Primal Clash,3,Reverse Holofoil,Near Mint,0.27,https://images.pokemontcg.io/xy5/3.png
Manaphy,POP Series 6,3,,Damaged,,https://images.pokemontcg.io/pop6/3.png
Manaphy,POP Series 6,3,,Heavily Played,,https://images.pokemontcg.io/pop6/3.png
Manaphy,POP Series 6,3,,Moderately Played,,https://images.pokemontcg.io/pop6/3.png
Manaphy,POP Series 6,3,,Lightly Played,,https://images.pokemontcg.io/pop6/3.png
Manaphy,POP Series 6,3,,Near Mint,,https://images.pokemontcg.io/pop6/3.png
Pidgeot,Southern Islands,2,,Damaged,,https://images.pokemontcg.io/si1/2.png
Pidgeot,Southern Islands,2,,Heavily Played,,https://images.pokemontcg.io/si1/2.png
Pidgeot,Southern Islands,2,,Moderately Played,,https://images.pokemontcg.io/si1/2.png
Pidgeot,Southern Islands,2,,Lightly Played,,https://images.pokemontcg.io/si1/2.png
Pidgeot,Southern Islands,2,,Near Mint,,https://images.pokemontcg.io/si1/2.png
Dragonite δ,Delta Species,3,Holofoil,Damaged,29.43,https://images.pokemontcg.io/ex11/3.png
Dragonite δ,Delta Species,3,Holofoil,Heavily Played,40.38,https://images.pokemontcg.io/ex11/3.png
Dragonite δ,Delta Species,3,Holofoil,Moderately Played,66.09,https://images.pokemontcg.io/ex11/3.png
Dragonite δ,Delta Species,3,Holofoil,Lightly Played,107.98,https://images.pokemontcg.io/ex11/3.png
Dragonite δ,Delta Species,3,Holofoil,Near Mint,140.94,https://images.pokemontcg.io/ex11/3.png
Dragonite δ,Delta Species,3,Reverse Holofoil,Damaged,29.43,https://images.pokemontcg.io/ex11/3.png
Dragonite δ,Delta Species,3,Reverse Holofoil,Heavily Played,54.63,https://images.pokemontcg.io/ex11/3.png
Dragonite δ,Delta Species,3,Reverse Holofoil,Moderately Played,66.09,https://images.pokemontcg.io/ex11/3.png
Dragonite δ,Delta Species,3,Reverse Holofoil,Lightly Played,160.0,https://images.pokemontcg.io/ex11/3.png
Dragonite δ,Delta Species,3,Reverse Holofoil,Near Mint,251.48,https://images.pokemontcg.io/ex11/3.png
Drifblim FB,Supreme Victors,3,Holofoil,Damaged,1.12,https://images.pokemontcg.io/pl3/3.png
Drifblim FB,Supreme Victors,3,Holofoil,Heavily Played,1.31,https://images.pokemontcg.io/pl3/3.png
Drifblim FB,Supreme Victors,3,Holofoil,Moderately Played,2.25,https://images.pokemontcg.io/pl3/3.png
